company_id,company_name,headquarters_country,headquarters_city,founded_year,employee_count,annual_revenue_usd,rpa_platform,cloud_support,ai_integration,process_mining_support,low_code_support,market_share_percent,customer_count,industry_focus,website,global_region
CMP03055,Delta AutoSys8,Canada,Ottawa,2016,39,1560314,Jacada,No,Partial,No,Yes,0.003,21,Automotive,https://www.deltaautosys8.com,North America
CMP03056,Pinnacle BotLogic,Germany,Dresden,2006,60,16754846,Appian,Yes,Yes,Yes,Yes,0.091,432,Life Sciences,https://www.pinnaclebotlogic.com,Europe
CMP03057,PortForge27,Denmark,Copenhagen,2010,123,72467524,AutomationEdge,Yes,Yes,No,Yes,0.003,399,Media & Entertainment,https://www.portforge27.com,Europe
CMP03058,SyncTech,Germany,Frankfurt,2020,50,5668619,Jacada,Partial,No,Yes,Yes,0.008,10,Manufacturing,https://www.synctech.com,Europe
CMP03059,BridgeSwift,Saudi Arabia,Medina,2016,51,6346211,Laiye,Yes,Yes,Yes,Yes,0.003,30,Legal Services,https://www.bridgeswift.com,Middle East
CMP03060,Stratos Logic,United States,Philadelphia,2019,19,2650662,Power Automate,No,Yes,Yes,Yes,0.051,14,FMCG & Consumer Goods,https://www.stratoslogic.com,North America
CMP03061,Velocity IntelliProcess27,United Kingdom,Manchester,2017,37,5323185,SAP iRPA,Yes,Partial,Yes,No,0.023,42,Mining & Metals,https://www.velocityintelliprocess27.com,Europe
CMP03062,Radiant BotSphere87,Singapore,Singapore,2001,325,161043055,Botpath,Yes,Partial,Yes,No,0.007,2070,Nonprofit & NGO,https://www.radiantbotsphere87.com,Asia-Pacific
CMP03063,Matrix BrainStorm AI,Mexico,Queretaro,2017,100,10702644,NICE Robotic Automation,Partial,No,No,Yes,0.003,87,Mining & Metals,https://www.matrixbrainstormai.com,North America
CMP03064,TechVault AutomateIQ,Canada,Waterloo,2018,49,6809388,AutoHotkey Enterprise,Yes,Yes,Yes,Yes,0.003,33,Government & Public Sector,https://www.techvaultautomateiq.com,North America
CMP03065,Unity Process,Denmark,Copenhagen,2022,295,25936661,Cognizant RPA,Yes,Partial,Yes,Yes,0.017,391,Agriculture & Food Processing,https://www.unityprocess.com,Europe
CMP03066,Vortex Nexus48,South Africa,Pretoria,2013,5,1000000,Jacada,Yes,Yes,No,Yes,0.003,25,Real Estate,https://www.vortexnexus48.com,Africa
CMP03067,Uplift SmartProcess,United States,Philadelphia,2019,71,13762081,Contextor,Yes,Yes,Yes,No,0.014,120,Nonprofit & NGO,https://www.upliftsmartprocess.com,North America
CMP03068,Vortex Tech4,Spain,Barcelona,2016,106,31277915,SAP iRPA,Yes,No,Yes,Yes,0.003,105,Aerospace & Defense,https://www.vortextech4.com,Europe
CMP03069,NexusCogni,United Kingdom,Leeds,2017,1288,150379036,MuleSoft RPA,Yes,Yes,No,Yes,0.135,2605,Real Estate,https://www.nexuscogni.com,Europe
CMP03070,AGSystems,China,Hangzhou,2018,32,2334436,Pega Platform,Yes,Yes,No,No,0.016,25,Technology & IT Services,https://www.agsystems.com,Asia-Pacific
CMP03071,Apex Automations83,United States,San Francisco,2022,105,39390579,EdgeVerve AssistEdge,Yes,Yes,Yes,Yes,0.002,104,Life Sciences,https://www.apexautomations83.com,North America
CMP03072,Everest Logic,Japan,Kobe,2018,104,22294554,Automation Anywhere,Yes,Yes,No,Yes,0.008,101,Media & Entertainment,https://www.everestlogic.com,Asia-Pacific
CMP03073,Spark Process,United Arab Emirates,Abu Dhabi,2013,30,3019128,MuleSoft RPA,Yes,Yes,No,Yes,0.012,31,Education,https://www.sparkprocess.com,Middle East
CMP03074,Kinetic ProcessGenius,South Africa,Pretoria,2022,10,1000000,Appian,Yes,Partial,Yes,No,0.163,19,Aerospace & Defense,https://www.kineticprocessgenius.com,Africa
CMP03075,SmartSync,United States,Charlotte,2016,176,64922974,Kofax RPA,Yes,Partial,Yes,Yes,0.017,356,Manufacturing,https://www.smartsync.com,North America
CMP03076,Crest Workforce,United Kingdom,Cambridge,2018,276,65982765,Automation Anywhere,Yes,Yes,No,Yes,0.115,39,Media & Entertainment,https://www.crestworkforce.com,Europe
CMP03077,PrimeNeuro,India,Gurugram,2018,43,3924698,Jidoka RPA,Partial,Partial,Yes,Yes,0.001,30,Construction & Engineering,https://www.primeneuro.com,Asia-Pacific
CMP03078,Visionary Automation,New Zealand,Hamilton,2021,20,2603092,AutomationEdge,Yes,Partial,No,Yes,0.171,8,Oil & Gas,https://www.visionaryautomation.com,Asia-Pacific
CMP03079,HyperDigital,United States,Los Angeles,2023,286,63137239,AutoHotkey Enterprise,Yes,Partial,Yes,Yes,0.016,335,Government & Public Sector,https://www.hyperdigital.com,North America
CMP03080,ADGroup83,Germany,Frankfurt,2010,45,6756134,Jacada,Yes,Yes,No,Yes,0.004,8,Construction & Engineering,https://www.adgroup83.com,Europe
CMP03081,DigitalNexus61,Italy,Bologna,2019,53,4543185,EdgeVerve AssistEdge,Yes,Yes,Yes,Yes,0.009,18,Healthcare & Pharmaceuticals,https://www.digitalnexus61.com,Europe
CMP03082,NexusLogic30,Canada,Mississauga,2024,22,2627337,Appian,No,Partial,No,No,0.016,38,Retail & E-Commerce,https://www.nexuslogic30.com,North America
CMP03083,Core AutoPilot,India,Jaipur,2003,18,5095691,Automation Anywhere,Yes,Yes,No,Yes,0.097,2,Automotive,https://www.coreautopilot.com,Asia-Pacific
CMP03084,Catalyst Neural,India,Jaipur,2003,39,5476839,Kofax RPA,Yes,Partial,No,Yes,0.004,32,Legal Services,https://www.catalystneural.com,Asia-Pacific
CMP03085,Core AutoSys,Nigeria,Abuja,2023,15,2412300,Rocketbot,Yes,Yes,Yes,No,0.023,4,Real Estate,https://www.coreautosys.com,Africa
CMP03086,APSystems5,South Korea,Incheon,2018,53,2496056,Pega Platform,Yes,Partial,Yes,Yes,0.005,7,Energy & Utilities,https://www.apsystems5.com,Asia-Pacific
CMP03087,Fusion BotLogic,Germany,Munich,2003,138,28055396,HelpSystems Automate,Yes,Yes,No,Yes,0.002,224,Media & Entertainment,https://www.fusionbotlogic.com,Europe
CMP03088,Sentient Bot,United Arab Emirates,Abu Dhabi,2019,11,1282820,VisualCron,Yes,Partial,No,No,0.008,16,Mining & Metals,https://www.sentientbot.com,Middle East
CMP03089,Orion FlowMind,Finland,Turku,2017,140,63585381,UiPath,Yes,Yes,Yes,No,0.014,367,Professional Services & Consulting,https://www.orionflowmind.com,Europe
CMP03090,ARGroup,India,Mumbai,2014,11,2335609,WorkFusion,Yes,Yes,No,Yes,0.003,30,Aerospace & Defense,https://www.argroup.com,Asia-Pacific
CMP03091,Vertex AutoPilot,United States,Miami,2002,40,9731773,NICE Robotic Automation,Partial,No,Yes,Yes,0.004,16,Retail & E-Commerce,https://www.vertexautopilot.com,North America
CMP03092,Visionary CognitiveFlow,Saudi Arabia,Mecca,2010,17,1403197,Appian,Yes,Partial,Yes,No,0.04,42,Life Sciences,https://www.visionarycognitiveflow.com,Middle East
CMP03093,Prime IntelliProcess,Japan,Fukuoka,2013,41,7738915,Datamatics Truzo,Yes,Yes,No,No,0.047,26,Banking & Financial Services,https://www.primeintelliprocess.com,Asia-Pacific
CMP03094,RDTech,China,Guangzhou,2009,6,1000000,Rocketbot,Yes,Yes,Yes,Yes,0.005,46,Professional Services & Consulting,https://www.rdtech.com,Asia-Pacific
CMP03095,ICPBot,Peru,Lima,2011,30,1803607,Jacada,Yes,Yes,No,Yes,0.009,26,Legal Services,https://www.icpbot.com,South America
CMP03096,Logic IntelliProcess,Romania,Cluj-Napoca,2024,13,1610802,Softomotive,Yes,Yes,Yes,Yes,0.018,45,Chemical & Materials,https://www.logicintelliprocess.com,Europe
CMP03097,Prime Workforce15,China,Beijing,2022,6,1000000,Jacada,Yes,Partial,No,Yes,0.046,50,Government & Public Sector,https://www.primeworkforce15.com,Asia-Pacific
CMP03098,DAETech,United States,Dallas,2015,66,4224301,Jidoka RPA,Yes,Yes,No,Yes,0.018,46,Technology & IT Services,https://www.daetech.com,North America
CMP03099,Horizon Systems,China,Wuhan,2015,71,4868300,WorkFusion,Yes,Yes,No,No,0.002,40,Professional Services & Consulting,https://www.horizonsystems.com,Asia-Pacific
CMP03100,Stellar AutoPilot,Germany,Dusseldorf,2019,15,2736960,Automation Anywhere,Partial,No,Yes,Yes,0.012,28,Construction & Engineering,https://www.stellarautopilot.com,Europe
CMP03101,Macro CognitiveTech98,Italy,Milan,2015,117,32496326,Power Automate,Yes,Partial,Yes,Yes,0.004,173,Construction & Engineering,https://www.macrocognitivetech98.com,Europe
CMP03102,Omnis Dynamics,Germany,Berlin,2010,142,48940086,OpenBots,Yes,Yes,Yes,Yes,0.009,480,Hospitality & Travel,https://www.omnisdynamics.com,Europe
CMP03103,MAISystems,Canada,Toronto,2020,89,10136607,AntWorks,Yes,Yes,No,Yes,0.003,266,Oil & Gas,https://www.maisystems.com,North America
CMP03104,BotNexus22,India,Delhi,2014,12,1000000,Infosys Nia,Yes,No,No,Yes,0.042,28,Manufacturing,https://www.botnexus22.com,Asia-Pacific
CMP03105,ForgeLab71,India,Delhi,2014,76,7164727,Wipro HOLMES,Yes,Yes,No,Yes,0.013,30,Education,https://www.forgelab71.com,Asia-Pacific
CMP03106,AlphaRobo,Canada,Vancouver,2016,5,1000000,TCS BaNCS RPA,Partial,Yes,Yes,Yes,0.008,30,Insurance,https://www.alpharobo.com,North America
CMP03107,SCCorp41,Canada,Edmonton,1997,37,3450397,Kofax RPA,Yes,No,Yes,No,0.001,1,Manufacturing,https://www.sccorp41.com,North America
CMP03108,Genesis Automations96,Australia,Adelaide,2003,24,4356945,Automation Anywhere,Yes,No,No,Yes,0.064,22,Hospitality & Travel,https://www.genesisautomations96.com,Asia-Pacific
CMP03109,DCILabs,United Arab Emirates,Dubai,2017,5,1000000,RoboTask,Yes,Yes,Yes,No,0.004,24,Retail & E-Commerce,https://www.dcilabs.com,Middle East
CMP03110,Core Bots,Germany,Berlin,2010,47,10224754,Automation Anywhere,Yes,Yes,No,Yes,0.013,181,Mining & Metals,https://www.corebots.com,Europe
CMP03111,Vanguard Digital,India,Delhi,2011,52,4011979,RoboTask,No,Yes,Yes,Yes,0.032,43,Healthcare & Pharmaceuticals,https://www.vanguarddigital.com,Asia-Pacific
CMP03112,GateBot,India,Gurugram,2015,112,40221661,Contextor,Partial,Partial,No,Yes,0.011,411,Education,https://www.gatebot.com,Asia-Pacific
CMP03113,BrightData95,Germany,Leipzig,2019,24,1647980,AutoHotkey Enterprise,Yes,Yes,No,Yes,0.003,19,Government & Public Sector,https://www.brightdata95.com,Europe
CMP03114,Global Cyber,United States,Denver,2023,39,2510951,VisualCron,No,Yes,No,Yes,0.005,27,Banking & Financial Services,https://www.globalcyber.com,North America
CMP03115,Delta AI,South Korea,Daegu,2013,43,1956194,SAP iRPA,Yes,Yes,No,Yes,0.002,15,Banking & Financial Services,https://www.deltaai.com,Asia-Pacific
CMP03116,ANGroup,China,Hangzhou,2018,111,16684886,OpenBots,Yes,Partial,Yes,No,0.003,210,Professional Services & Consulting,https://www.angroup.com,Asia-Pacific
CMP03117,GatePulse69,Canada,Edmonton,2010,213,63795153,Botpath,No,No,Yes,Yes,0.012,175,Education,https://www.gatepulse69.com,North America
CMP03118,IAPLabs,China,Chengdu,2017,116,43617007,Cognizant RPA,Yes,Yes,Yes,Yes,0.055,324,Insurance,https://www.iaplabs.com,Asia-Pacific
CMP03119,CloudHyper99,Canada,Calgary,2019,46,6576409,AutoHotkey Enterprise,Yes,Partial,Yes,No,0.007,3,Mining & Metals,https://www.cloudhyper99.com,North America
CMP03120,MSESystems,China,Shanghai,2000,58,6821109,Rocketbot,No,Yes,Yes,Yes,0.082,12,Real Estate,https://www.msesystems.com,Asia-Pacific
CMP03121,SyncEdge,South Korea,Daegu,2004,815,399154967,Hansight RPA,Yes,Partial,Yes,No,0.025,914,Transportation & Logistics,https://www.syncedge.com,Asia-Pacific
CMP03122,NeuroTech,India,Kolkata,2021,6,1000000,Robocorp,Yes,Yes,No,No,0.02,47,FMCG & Consumer Goods,https://www.neurotech.com,Asia-Pacific
CMP03123,Lumina LogicBot,China,Beijing,2019,76,6876100,WorkFusion,Partial,Yes,Yes,Yes,0.006,26,Education,https://www.luminalogicbot.com,Asia-Pacific
CMP03124,Lighthouse Bots5,India,Gurugram,2010,20,3102782,Contextor,Yes,Partial,No,Yes,0.003,47,Technology & IT Services,https://www.lighthousebots5.com,Asia-Pacific
CMP03125,OmegaBase,Brazil,Belo Horizonte,2001,8,1000000,UiPath,Yes,Yes,Yes,No,0.004,5,Automotive,https://www.omegabase.com,South America
CMP03126,LinkSync68,United States,Los Angeles,2024,68,7692845,Pega Platform,No,Yes,Yes,Yes,0.009,16,Healthcare & Pharmaceuticals,https://www.linksync68.com,North America
CMP03127,NetMeta,Germany,Dusseldorf,2024,36,3823519,UiPath,Yes,No,No,Yes,0.007,44,Manufacturing,https://www.netmeta.com,Europe
CMP03128,Summit SmartProcess21,Indonesia,Surabaya,2004,42,2449275,Appian,Yes,Yes,No,Yes,0.015,16,Legal Services,https://www.summitsmartprocess21.com,Asia-Pacific
CMP03129,Kinetic Works68,Spain,Valencia,2015,124,59723036,NICE Robotic Automation,Yes,Yes,Yes,No,0.037,493,Energy & Utilities,https://www.kineticworks68.com,Europe
CMP03130,Evolution BrainBot,Japan,Kyoto,2024,98,13477161,WorkFusion,No,Yes,Yes,Yes,0.185,434,Hospitality & Travel,https://www.evolutionbrainbot.com,Asia-Pacific
CMP03131,TechFlow,United States,San Francisco,2012,293,36980387,AntWorks,Yes,No,No,No,0.007,78,Legal Services,https://www.techflow.com,North America
CMP03132,GRBot,United Kingdom,Edinburgh,2011,73,16978769,Laiye,Yes,Yes,No,Yes,0.001,319,Healthcare & Pharmaceuticals,https://www.grbot.com,Europe
CMP03133,Matrix Flow,Norway,Stavanger,1998,225,99986729,Softomotive,Yes,Yes,Yes,Yes,0.007,32,FMCG & Consumer Goods,https://www.matrixflow.com,Europe
CMP03134,Emergent LogicBot,United Kingdom,Bristol,2016,278,109419397,Laiye,Yes,Yes,Yes,No,0.002,551,Education,https://www.emergentlogicbot.com,Europe
CMP03135,TechCogni,Spain,Barcelona,2021,53,6958338,AutoHotkey Enterprise,Yes,Yes,No,Yes,0.036,38,Manufacturing,https://www.techcogni.com,Europe
CMP03136,Dynamic CognitiveFlow15,Germany,Hamburg,2018,20,3158933,Winautomation,Yes,Yes,Yes,Yes,0.004,29,Chemical & Materials,https://www.dynamiccognitiveflow15.com,Europe
CMP03137,Evolution Robotics,United States,Minneapolis,2011,60,15079097,NICE Robotic Automation,Partial,Partial,No,Yes,0.003,206,Mining & Metals,https://www.evolutionrobotics.com,North America
CMP03138,CyberEdge,Norway,Stavanger,1989,1132,731639778,Jacada,Yes,No,No,No,0.351,494,Insurance,https://www.cyberedge.com,Europe
CMP03139,Eclipse AutoSys30,Kenya,Mombasa,2014,6,1000000,Infosys Nia,Yes,Partial,Yes,No,0.006,11,Real Estate,https://www.eclipseautosys30.com,Africa
CMP03140,Logic Automation,India,Mumbai,2015,241,55048161,Jidoka RPA,No,No,No,Yes,0.125,137,Healthcare & Pharmaceuticals,https://www.logicautomation.com,Asia-Pacific
CMP03141,Universal Logic73,Netherlands,Rotterdam,2015,59,7195318,AntWorks,Yes,Partial,No,Yes,0.003,31,Technology & IT Services,https://www.universallogic73.com,Europe
CMP03142,AutoEdge,Canada,Toronto,2019,207,44821096,AntWorks,Partial,No,No,Yes,0.026,145,Nonprofit & NGO,https://www.autoedge.com,North America
CMP03143,AALabs40,Italy,Florence,2023,41,2538370,VisualCron,No,Yes,Yes,Yes,0.004,12,Education,https://www.aalabs40.com,Europe
CMP03144,RapidPrime,Poland,Poznan,2022,593,111750753,MuleSoft RPA,Yes,Yes,No,No,0.115,1377,Technology & IT Services,https://www.rapidprime.com,Europe
CMP03145,WaveBridge,Kuwait,Jahra,2017,55,6731902,Infosys Nia,Partial,Yes,No,No,0.018,28,Agriculture & Food Processing,https://www.wavebridge.com,Middle East
CMP03146,Optima ProcessPro,United Kingdom,Leeds,2015,595,70289865,Pega Platform,No,Yes,No,Yes,0.07,419,Transportation & Logistics,https://www.optimaprocesspro.com,Europe
CMP03147,IntelliData,Australia,Adelaide,2013,346,198365701,Winautomation,Yes,Yes,Yes,Yes,0.02,2789,Life Sciences,https://www.intellidata.com,Asia-Pacific
CMP03148,Solaris Works74,Germany,Cologne,2021,110,46371240,UiPath,Yes,No,No,No,0.042,183,Telecommunications,https://www.solarisworks74.com,Europe
CMP03149,CoreLogic,Germany,Dusseldorf,2016,229,46354751,Automation Anywhere,No,Yes,Yes,Yes,0.014,391,Life Sciences,https://www.corelogic.com,Europe
CMP03150,RapidLogic,United Kingdom,Leeds,2008,53,4086035,Laiye,Yes,Yes,Yes,Yes,0.022,13,Technology & IT Services,https://www.rapidlogic.com,Europe
CMP03151,Hyperion IntelliProcess,Netherlands,Eindhoven,1994,30,6671835,Pega Platform,Yes,Yes,Yes,Yes,0.002,40,Real Estate,https://www.hyperionintelliprocess.com,Europe
CMP03152,Sentient AI94,Japan,Kobe,2007,54,5170750,HelpSystems Automate,Yes,Partial,Yes,No,0.005,34,Legal Services,https://www.sentientai94.com,Asia-Pacific
CMP03153,Resolute RoboTech,Italy,Naples,2004,18,1000000,Automation Anywhere,Yes,Yes,No,Yes,0.003,35,Construction & Engineering,https://www.resoluterobotech.com,Europe
CMP03154,ARLabs55,India,Bangalore,2017,5,1000000,AutomationEdge,Yes,No,Yes,Yes,0.014,38,Manufacturing,https://www.arlabs55.com,Asia-Pacific
CMP03155,SDRCorp,Vietnam,Ho Chi Minh City,2016,125,15703744,Pega Platform,Yes,Yes,Yes,No,0.003,104,Chemical & Materials,https://www.sdrcorp.com,Asia-Pacific
CMP03156,Macro SmartWorks30,Japan,Fukuoka,2013,16,3428685,WorkFusion,Yes,Yes,Yes,No,0.001,35,Mining & Metals,https://www.macrosmartworks30.com,Asia-Pacific
CMP03157,Quantum Cognitive,United States,Denver,1988,97,19062058,TCS BaNCS RPA,Yes,Yes,No,Yes,0.049,213,Retail & E-Commerce,https://www.quantumcognitive.com,North America
CMP03158,Nexus LogicWorks,United Kingdom,Edinburgh,2016,41,3988728,HelpSystems Automate,Yes,No,Yes,No,0.003,40,Media & Entertainment,https://www.nexuslogicworks.com,Europe
CMP03159,EdgeHyper,Germany,Dusseldorf,2009,141,27208805,Contextor,No,Yes,Yes,Yes,0.003,445,Healthcare & Pharmaceuticals,https://www.edgehyper.com,Europe
CMP03160,HubData,India,Hyderabad,2016,5,1000000,Infosys Nia,Yes,Yes,Yes,No,0.005,23,Real Estate,https://www.hubdata.com,Asia-Pacific
CMP03161,BridgeRobo64,Indonesia,Medan,1991,15,4253728,Cognizant RPA,Yes,Partial,No,Yes,0.046,17,Real Estate,https://www.bridgerobo64.com,Asia-Pacific
CMP03162,Zephyr ProcessGenius,Colombia,Medellin,2010,59,3040432,Infosys Nia,Yes,Partial,No,Yes,0.02,39,Government & Public Sector,https://www.zephyrprocessgenius.com,South America
CMP03163,Prime Dynamics70,France,Lyon,2019,12,1000000,Power Automate,Yes,Yes,No,Yes,0.008,25,Mining & Metals,https://www.primedynamics70.com,Europe
CMP03164,CraftCyber49,France,Bordeaux,2018,258,74618663,SAP iRPA,Yes,Yes,Yes,Yes,0.02,333,Banking & Financial Services,https://www.craftcyber49.com,Europe
CMP03165,SwiftSmart62,Germany,Berlin,2013,185,38617785,Appian,Yes,Yes,Yes,Yes,0.015,109,Telecommunications,https://www.swiftsmart62.com,Europe
CMP03166,CPSLabs,United States,Minneapolis,2014,159,41616527,Hansight RPA,Partial,Yes,Yes,No,0.003,346,Energy & Utilities,https://www.cpslabs.com,North America
CMP03167,Universal Tech,Canada,Vancouver,2016,75,7610149,RoboTask,Partial,Yes,Yes,No,0.036,48,Legal Services,https://www.universaltech.com,North America
CMP03168,Omnis Dynamics38,Spain,Valencia,2009,257,117024446,Kofax RPA,Partial,Yes,No,Yes,0.014,333,Real Estate,https://www.omnisdynamics38.com,Europe
CMP03169,OmegaDigital,Vietnam,Hanoi,2012,355,152018327,AutoHotkey Enterprise,Yes,Yes,Yes,Yes,0.014,1536,Education,https://www.omegadigital.com,Asia-Pacific
CMP03170,TechVault Robotics,United States,Minneapolis,2016,66,6545979,MuleSoft RPA,Partial,No,Yes,No,0.008,3,Life Sciences,https://www.techvaultrobotics.com,North America
CMP03171,CogniCraft,China,Nanjing,2015,195,44316512,MuleSoft RPA,Yes,Yes,Yes,Yes,0.007,271,Technology & IT Services,https://www.cognicraft.com,Asia-Pacific
CMP03172,AGLabs3,United States,Austin,2009,17,2221602,Datamatics Truzo,Yes,Yes,Yes,Yes,0.002,34,Healthcare & Pharmaceuticals,https://www.aglabs3.com,North America
CMP03173,HubAlpha,Brazil,Porto Alegre,2012,17,1775469,EdgeVerve AssistEdge,Yes,Yes,No,No,0.002,27,Hospitality & Travel,https://www.hubalpha.com,South America
CMP03174,Quantum AutoMate,Rwanda,Kigali,2014,5,1000000,Winautomation,Yes,Yes,Yes,Yes,0.005,41,Oil & Gas,https://www.quantumautomate.com,Africa
CMP03175,PortNeuro,United Kingdom,Manchester,2018,67,13162988,Blue Prism (SS&C),Yes,Yes,Yes,No,0.159,474,Healthcare & Pharmaceuticals,https://www.portneuro.com,Europe
CMP03176,WaveCraft67,China,Wuhan,2000,79,21661746,Robocorp,Partial,No,Yes,Yes,0.007,172,Energy & Utilities,https://www.wavecraft67.com,Asia-Pacific
CMP03177,ERGAI,Kuwait,Kuwait City,2008,30,4789512,Rocketbot,Yes,Yes,No,Yes,0.007,39,Government & Public Sector,https://www.ergai.com,Middle East
CMP03178,NSIBot,Germany,Dusseldorf,2009,45,6957352,RoboTask,Yes,Yes,No,Yes,0.013,10,Banking & Financial Services,https://www.nsibot.com,Europe
CMP03179,Macro Bot,United States,Atlanta,2004,9,2674816,Contextor,Yes,Yes,Yes,Yes,0.024,4,Education,https://www.macrobot.com,North America
CMP03180,Universal BrainStorm AI,United States,Portland,2017,8,1000000,AutoHotkey Enterprise,No,Yes,Yes,Yes,0.009,17,Professional Services & Consulting,https://www.universalbrainstormai.com,North America
CMP03181,Vanguard Bot,Norway,Oslo,1994,1013,523693126,HelpSystems Automate,Yes,Yes,Yes,Yes,0.012,1857,Life Sciences,https://www.vanguardbot.com,Europe
CMP03182,Resolute BotSphere,India,Pune,2007,32,8624979,UiPath,Yes,Yes,Yes,Yes,0.007,14,Automotive,https://www.resolutebotsphere.com,Asia-Pacific
CMP03183,Prism DataBot71,United Kingdom,Bristol,2016,79,14764197,Automation Anywhere,Partial,Yes,Yes,No,0.007,219,Hospitality & Travel,https://www.prismdatabot71.com,Europe
CMP03184,RapidEdge,India,Pune,2015,26,1605489,Wipro HOLMES,Yes,Yes,Yes,No,0.016,46,Legal Services,https://www.rapidedge.com,Asia-Pacific
